registration_date,traffic_type,id_partner,age_group,device,country_tier,registrations,users_acqusition_costs,revenue_7_days,logins_1_lt,logins_3_lt,logins_7_lt
2021-02-13,Google Search,2,55+,Android,Tier_2,8,0.0,0.0,3,0,1
2021-03-01,Google Search,2,55+,MacOS,Tier_2,1,315.0,27.4,1,1,1
2021-09-03,Google Search,2,35-55,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-03-28,Google Search,2,35-,iOS,Tier_3,3,0.0,0.0,0,0,0
2021-07-20,Google Search,2,35-,Other,Tier_1,3,0.0,0.0,0,0,0
2021-10-13,Google Search,2,55+,Windows,Tier_3,3,0.0,0.0,1,0,0
2021-06-09,Google Search,2,35-55,MacOS,Tier_1,4,0.0,0.0,2,0,1
2021-04-23,Google Search,2,35-,Windows,Tier_1,5,87.0,0.0,0,0,0
2021-04-27,Google Search,2,55+,iOS,Tier_2,1,0.0,0.0,1,1,0
2021-03-21,Google Search,2,35-55,Windows,Tier_1,19,525.0,137.96,4,1,3
2021-01-12,Google Search,2,55+,MacOS,Tier_1,4,0.0,0.0,1,0,0
2021-06-20,Google Search,2,55+,Other,Tier_1,3,0.0,0.0,0,0,0
2021-02-10,Google Search,2,35-,Android,Tier_3,3,100.0,379.99,1,0,0
2021-03-07,Google Search,2,35-,Android,Tier_3,1,0.0,0.0,0,0,0
2021-01-26,Google Search,2,35-55,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-02-13,Google Search,2,55+,iOS,Tier_2,1,0.0,0.0,1,0,0
2021-05-08,Google Search,2,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-02-27,Google Search,2,35-55,Windows,Tier_2,5,300.0,0.0,2,0,1
2021-06-06,Google Search,2,55+,iOS,Tier_1,11,60.0,0.0,0,2,0
2021-04-19,Google Search,2,35-,iOS,Tier_2,4,0.0,0.0,0,0,0
2021-05-06,Google Search,2,35-55,Windows,Tier_3,2,0.0,0.0,2,0,0
2021-01-25,Google Search,2,55+,Windows,Tier_1,52,537.0,0.0,6,4,3
2021-03-15,Google Search,2,35-,Android,Tier_1,22,105.0,0.0,2,1,1
2021-10-23,Google Search,2,35-55,iOS,Tier_1,113,6282.0,558.99,20,8,7
2021-09-04,Google Search,2,35-55,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-05-14,Google Search,2,35-,Windows,Tier_1,10,100.0,0.0,0,2,0
2021-01-23,Google Search,2,35-,MacOS,Tier_1,2,0.0,0.0,0,0,0
2021-04-30,Google Search,2,55+,Windows,Tier_1,16,25.0,0.0,5,3,1
2021-09-29,Google Search,2,35-55,Windows,Tier_2,1,70.0,0.0,0,0,0
2021-05-12,Google Search,2,35-,Android,Tier_1,16,15.0,0.0,1,1,1
2021-10-06,Google Search,2,35-55,iOS,Tier_2,3,100.0,0.0,1,0,0
2021-06-01,Google Search,2,55+,Windows,Tier_1,26,37.0,0.0,3,7,3
2021-10-22,Google Search,2,35-55,Other,Tier_1,5,1276.0,0.0,1,1,0
2021-10-15,Google Search,2,55+,Android,Tier_1,293,13182.0,1757.06,59,33,26
2021-03-22,Google Search,2,35-,iOS,Tier_1,20,260.0,22.98,2,3,3
2021-06-02,Google Search,2,35-55,Android,Tier_1,68,690.0,1049.99,12,10,5
2021-11-07,Google Search,2,55+,Android,Tier_1,194,10156.0,10.010000000000002,43,36,26
2021-01-01,Google Search,2,35-,iOS,Tier_1,35,810.0,53.96,1,1,1
2021-03-18,Google Search,2,55+,Android,Tier_1,83,1640.0,680.9,22,14,7
2021-02-02,Google Search,2,35-55,iOS,Tier_1,38,570.0,2.99,3,0,0
2021-11-14,Google Search,2,35-55,iOS,Tier_1,179,10874.0,2286.9700000000003,34,14,9
2021-01-17,Google Search,2,35-55,Windows,Tier_1,15,537.0,86.56,3,5,5
2021-10-03,Google Search,2,35-55,Windows,Tier_1,27,998.0,177.99,3,3,1
2021-11-07,Google Search,2,35-55,iOS,Tier_1,169,11292.0,1354.93,30,9,11
2021-11-12,Google Search,2,55+,Android,Tier_1,121,6086.0,499.95000000000005,32,21,16
2021-10-02,Google Search,2,35-,iOS,Tier_1,72,514.0,0.0,8,1,1
2021-01-22,Google Search,2,55+,iOS,Tier_1,36,105.0,0.0,11,4,4
2021-01-01,Google Search,2,35-55,Android,Tier_1,97,5145.0,1200.69,23,17,8
2021-07-03,Google Search,2,55+,iOS,Tier_1,37,1720.0,536.98,5,5,3
2021-08-29,Google Search,2,55+,Windows,Tier_1,34,5336.0,652.08,13,8,7
2021-01-04,Google Search,2,35-55,Windows,Tier_3,3,300.0,3.68,2,2,0
2021-04-23,Google Search,2,55+,Android,Tier_2,9,0.0,0.0,0,0,1
2021-10-19,Google Search,2,35-,iOS,Tier_3,33,16.0,0.0,2,0,0
2021-02-26,Google Search,2,55+,MacOS,Tier_1,3,0.0,0.0,0,0,0
2021-07-07,Google Search,2,55+,MacOS,Tier_1,9,240.0,0.0,1,2,2
2021-08-18,Google Search,2,55+,Android,Tier_1,31,868.0,161.98000000000002,7,5,7
2021-09-03,Google Search,2,35-,iOS,Tier_1,25,464.0,101.99,3,2,0
2021-07-31,Google Search,2,35-,Android,Tier_1,20,520.0,40.99,2,0,1
2021-03-16,Google Search,2,55+,Other,Tier_1,8,0.0,0.0,1,2,0
2021-06-02,Google Search,2,35-,Android,Tier_1,16,0.0,0.0,0,0,0
2021-09-19,Google Search,2,35-,Android,Tier_3,8,16.0,0.0,1,1,0
2021-03-29,Google Search,2,35-,Android,Tier_1,16,30.0,0.0,1,0,1
2021-04-16,Google Search,2,35-55,Windows,Tier_1,15,50.0,2.99,3,3,2
2021-05-12,Google Search,2,35-,iOS,Tier_1,26,240.0,0.0,1,2,1
2021-07-25,Google Search,2,35-55,Windows,Tier_1,13,310.0,0.0,3,2,0
2021-06-23,Google Search,2,55+,iOS,Tier_1,16,1600.0,145.97,5,1,1
2021-07-26,Google Search,2,55+,iOS,Tier_1,25,728.02,0.0,2,0,1
2021-07-01,Google Search,2,35-55,iOS,Tier_1,38,600.0,0.0,4,1,0
2021-08-10,Google Search,2,35-55,iOS,Tier_2,5,0.0,0.0,0,0,0
2021-01-29,Google Search,2,35-55,Android,Tier_3,20,500.0,2.99,9,3,4
2021-03-31,Google Search,2,35-55,iOS,Tier_1,22,580.0,0.0,6,1,2
2021-07-03,Google Search,2,55+,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-03-25,Google Search,2,35-,MacOS,Tier_1,3,0.0,0.0,0,0,0
2021-09-09,Google Search,2,35-,iOS,Tier_3,4,0.0,0.0,2,0,0
2021-04-22,Google Search,2,35-55,Windows,Tier_1,9,12.0,0.0,0,1,0
2021-03-24,Google Search,2,35-,Windows,Tier_1,19,75.0,0.0,2,2,0
2021-10-29,Google Search,2,55+,MacOS,Tier_1,11,608.0,0.0,3,1,1
2021-05-26,Google Search,2,35-55,iOS,Tier_1,29,560.0,124.92999999999999,3,3,0
2021-01-27,Google Search,2,35-55,Android,Tier_2,8,0.0,0.0,0,0,0
2021-05-28,Google Search,2,55+,Other,Tier_1,4,0.0,0.0,2,2,2
2021-11-03,Google Search,2,35-,MacOS,Tier_1,2,24.0,0.0,0,0,0
2021-11-05,Google Search,2,55+,MacOS,Tier_1,14,1126.0,0.0,3,1,0
2021-11-04,Google Search,2,55+,Windows,Tier_1,55,3084.0,0.0,15,7,5
2021-01-24,Google Search,2,55+,Android,Tier_2,3,0.0,0.0,1,0,0
2021-11-06,Google Search,2,35-55,Other,Tier_1,5,220.0,0.0,1,0,0
2021-10-10,Google Search,2,35-55,Other,Tier_1,5,136.0,0.0,1,0,0
2021-08-10,Google Search,2,35-55,MacOS,Tier_1,2,80.0,0.0,0,0,0
2021-03-26,Google Search,2,35-55,Windows,Tier_1,27,500.0,2.99,3,5,1
2021-05-12,Google Search,2,35-,Android,Tier_3,2,0.0,0.0,0,1,0
2021-05-19,Google Search,2,55+,Android,Tier_3,2,0.0,0.0,1,0,1
2021-04-05,Google Search,2,35-55,iOS,Tier_2,6,0.0,0.0,2,1,1
2021-07-07,Google Search,2,35-,Android,Tier_3,8,0.0,0.0,1,1,1
2021-07-13,Google Search,2,35-,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-06-30,Google Search,2,55+,Windows,Tier_1,13,120.0,0.0,1,1,1
2021-06-29,Google Search,2,55+,MacOS,Tier_1,12,0.0,0.0,0,0,0
2021-06-14,Google Search,2,35-55,iOS,Tier_3,2,20.0,0.0,1,0,0
2021-10-31,Google Search,2,35-,Windows,Tier_1,10,72.0,0.0,0,0,0
2021-02-03,Google Search,2,35-55,Windows,Tier_1,9,37.0,0.0,1,0,0
2021-10-18,Google Search,2,55+,MacOS,Tier_1,12,692.0,0.0,2,1,1
2021-07-17,Google Search,2,35-55,Windows,Tier_3,1,0.0,0.0,1,0,0
2021-03-09,Google Search,2,55+,Android,Tier_3,5,500.0,0.0,4,2,1
2021-02-16,Google Search,2,35-55,Android,Tier_1,140,3236.0,372.85,29,13,8
2021-04-08,Google Search,2,35-,iOS,Tier_3,3,0.0,0.0,0,0,1
2021-10-10,Google Search,2,35-,iOS,Tier_2,2,0.0,0.0,0,0,0
2021-05-08,Google Search,2,35-55,Android,Tier_3,4,0.0,0.0,1,0,0
2021-09-07,Google Search,2,35-,iOS,Tier_3,3,600.0,25.98,1,1,0
2021-05-25,Google Search,2,35-55,Other,Tier_1,3,0.0,0.0,0,0,1
2021-09-03,Google Search,2,55+,Other,Tier_1,3,1160.0,4.14,3,1,1
2021-08-01,Google Search,2,35-55,Android,Tier_2,5,0.0,0.0,2,0,1
2021-01-05,Google Search,2,35-,Other,Tier_1,5,200.0,2.99,0,0,0
2021-04-11,Google Search,2,55+,Windows,Tier_2,3,0.0,0.0,1,1,0
2021-08-26,Google Search,2,35-55,iOS,Tier_2,2,0.0,0.0,1,0,1
2021-11-01,Google Search,2,35-,Other,Tier_2,2,16.0,0.0,0,0,0
2021-07-11,Google Search,2,35-,Android,Tier_3,4,0.0,0.0,0,1,0
2021-07-30,Google Search,2,35-,iOS,Tier_1,26,360.0,2.99,0,0,1
2021-07-25,Google Search,2,35-,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-02-05,Google Search,2,35-,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-03-05,Google Search,2,35-,Android,Tier_2,6,0.0,0.0,0,1,0
2021-10-21,Google Search,2,35-55,iOS,Tier_1,163,10394.0,824.94,22,15,7
2021-10-20,Google Search,2,35-,iOS,Tier_2,3,44.0,0.0,0,0,0
2021-11-04,Google Search,2,35-,Android,Tier_1,87,354.0,0.0,9,2,3
2021-04-18,Google Search,2,55+,Windows,Tier_2,5,300.0,111.64,1,1,1
2021-02-23,Google Search,2,35-,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-03-13,Google Search,2,35-,Windows,Tier_1,8,250.0,42.97,2,2,1
2021-11-02,Google Search,2,55+,Other,Tier_1,7,388.0,0.0,1,1,0
2021-06-15,Google Search,2,35-55,Windows,Tier_1,7,0.0,0.0,1,0,0
2021-02-10,Google Search,2,35-55,Windows,Tier_2,2,0.0,0.0,1,0,0
2021-04-06,Google Search,2,55+,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-11-10,Google Search,2,35-55,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-09-12,Google Search,2,35-55,Other,Tier_1,1,80.0,0.0,0,0,0
2021-05-24,Google Search,2,35-,iOS,Tier_3,4,0.0,0.0,0,0,0
2021-10-22,Google Search,2,35-,Android,Tier_2,5,44.0,0.0,0,0,0
2021-03-31,Google Search,2,55+,Windows,Tier_1,44,1050.0,292.96,7,6,3
2021-05-28,Google Search,2,55+,Android,Tier_2,6,0.0,0.0,0,0,1
2021-08-05,Google Search,2,55+,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-06-21,Google Search,2,35-,iOS,Tier_3,2,0.0,0.0,0,0,0
2021-03-30,Google Search,2,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-11-17,Google Search,2,35-55,Windows,Tier_3,3,100.0,0.0,1,1,0
2021-08-01,Google Search,2,55+,MacOS,Tier_1,3,160.0,0.0,1,1,0
2021-10-11,Google Search,2,55+,Android,Tier_2,1,0.0,0.0,0,0,0
2021-01-12,Google Search,2,55+,Windows,Tier_2,5,0.0,0.0,3,3,1
2021-10-08,Google Search,2,35-55,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-01-05,Google Search,2,55+,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-09-19,Google Search,2,55+,Android,Tier_1,99,3524.0,5.98,23,10,9
2021-05-24,Google Search,2,55+,Android,Tier_2,1,0.0,0.0,0,0,0
2021-07-05,Google Search,2,55+,Android,Tier_3,3,0.0,0.0,2,0,0
2021-09-21,Google Search,2,35-55,MacOS,Tier_1,6,1320.0,487.56,1,0,0
2021-03-10,Google Search,2,35-55,Android,Tier_2,8,0.0,0.0,3,1,1
2021-08-19,Google Search,2,35-55,Windows,Tier_3,1,0.0,40.99,1,1,1
2021-09-06,Google Search,2,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-11-09,Google Search,2,35-55,Android,Tier_2,13,0.0,0.0,2,1,0
2021-04-29,Google Search,2,35-55,MacOS,Tier_1,2,0.0,0.0,1,0,0
2021-09-16,Google Search,2,35-,iOS,Tier_3,2,0.0,0.0,0,0,0
2021-05-12,Google Search,2,35-,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-09-22,Google Search,2,55+,Windows,Tier_3,2,0.0,0.0,1,1,0
2021-01-25,Google Search,2,55+,Other,Tier_1,6,500.0,0.0,3,0,2
2021-08-15,Google Search,2,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-05-24,Google Search,2,35-,Android,Tier_3,4,0.0,0.0,0,0,0
2021-09-05,Google Search,2,35-,MacOS,Tier_1,1,16.0,0.0,0,0,0
2021-10-24,Google Search,2,35-55,Windows,Tier_2,3,270.0,0.0,0,0,0
2021-09-20,Google Search,2,35-55,Other,Tier_2,1,600.0,3.5,0,0,0
2021-10-22,Google Search,2,35-55,MacOS,Tier_1,10,522.0,0.0,0,0,0
2021-05-21,Google Search,2,35-55,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-05-07,Google Search,2,35-55,iOS,Tier_1,12,20.0,0.0,0,0,0
2021-10-14,Google Search,2,35-55,Other,Tier_1,1,80.0,0.0,0,0,0
2021-10-11,Google Search,2,35-,Other,Tier_2,1,0.0,0.0,0,0,0
2021-03-19,Google Search,2,35-55,Android,Tier_1,75,1565.0,0.0,16,9,4
2021-10-18,Google Search,2,35-,iOS,Tier_1,94,784.0,2.99,6,3,1
2021-06-15,Google Search,2,35-55,MacOS,Tier_1,3,0.0,0.0,0,0,0
2021-04-26,Google Search,2,55+,Android,Tier_2,15,0.0,0.0,0,1,1
2021-08-04,Google Search,2,35-,MacOS,Tier_2,1,0.0,0.0,0,0,0
2021-09-26,Google Search,2,55+,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-05-25,Google Search,2,35-55,Android,Tier_3,14,40.0,0.0,7,3,1
2021-06-30,Google Search,2,35-,Windows,Tier_2,1,0.0,0.0,0,1,1
2021-05-20,Google Search,2,35-55,Android,Tier_2,7,300.0,3.66,4,2,2
2021-08-25,Google Search,2,55+,Android,Tier_2,1,0.0,0.0,0,0,0
2021-08-31,Google Search,2,35-,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-06-12,Google Search,2,55+,iOS,Tier_2,2,0.0,0.0,0,0,0
2021-08-07,Google Search,2,35-,iOS,Tier_3,1,0.0,0.0,1,0,0
2021-05-03,Google Search,2,35-55,iOS,Tier_2,2,0.0,0.0,0,0,0
2021-07-25,Google Search,2,55+,Windows,Tier_1,23,2010.0,360.99,8,5,6
2021-04-20,Google Search,2,35-,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-11-10,Google Search,2,35-,Other,Tier_3,2,0.0,0.0,0,0,0
2021-03-27,Google Search,2,35-,iOS,Tier_2,7,0.0,0.0,1,1,1
2021-07-19,Google Search,2,55+,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-09-05,Google Search,2,55+,MacOS,Tier_1,6,320.0,0.0,0,0,0
2021-04-26,Google Search,2,55+,Other,Tier_3,1,0.0,0.0,1,0,0
2021-01-28,Google Search,2,55+,iOS,Tier_1,41,1105.0,75.97,7,4,3
2021-03-19,Google Search,2,35-55,Windows,Tier_2,3,300.0,3.57,1,1,1
2021-09-08,Google Search,2,55+,Other,Tier_1,4,320.0,0.0,1,0,0
2021-01-07,Google Search,2,35-55,Android,Tier_1,59,620.0,47.98,12,9,5
2021-04-11,Google Search,2,35-55,Windows,Tier_2,5,0.0,0.0,2,1,1
2021-01-24,Google Search,2,35-,Android,Tier_2,1,0.0,0.0,0,0,0
2021-05-26,Google Search,2,55+,Windows,Tier_3,2,0.0,0.0,1,0,1
2021-02-25,Google Search,2,35-,Other,Tier_1,5,37.0,0.0,0,0,0
2021-02-19,Google Search,2,55+,Android,Tier_2,2,0.0,0.0,0,0,0
2021-05-18,Google Search,2,35-,iOS,Tier_1,36,160.0,0.0,1,1,0
2021-07-24,Google Search,2,35-55,MacOS,Tier_1,4,1160.0,181.99,1,0,0
2021-05-22,Google Search,2,35-,Android,Tier_2,1,0.0,0.0,1,0,0
2021-08-11,Google Search,2,35-,Android,Tier_1,11,120.0,0.0,0,0,0
2021-03-20,Google Search,2,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-11-15,Google Search,2,55+,MacOS,Tier_2,1,90.0,0.0,0,0,0
2021-03-08,Google Search,2,55+,Other,Tier_1,4,0.0,0.0,0,1,0
2021-06-13,Google Search,2,35-,Android,Tier_3,6,0.0,0.0,0,0,1
2021-06-30,Google Search,2,55+,Windows,Tier_2,2,0.0,0.0,0,1,1
2021-07-25,Google Search,2,35-55,Android,Tier_3,1,0.0,0.0,0,0,0
2021-05-25,Google Search,2,55+,iOS,Tier_1,17,580.0,22.98,3,2,2
2021-11-07,Google Search,2,35-,iOS,Tier_1,72,1016.0,2.99,1,1,1
2021-10-27,Google Search,2,55+,MacOS,Tier_1,17,924.0,0.0,2,3,1
2021-06-09,Google Search,2,35-,Android,Tier_1,15,15.0,0.0,1,1,0
2021-01-29,Google Search,2,55+,Windows,Tier_3,2,0.0,0.0,1,1,1
2021-01-09,Google Search,2,35-55,Windows,Tier_2,5,0.0,0.0,0,0,0
2021-01-01,Google Search,2,35-55,Android,Tier_3,9,0.0,0.0,5,4,2
2021-06-19,Google Search,2,55+,Android,Tier_1,49,2675.0,138.59,17,11,10
2021-07-18,Google Search,2,35-,Android,Tier_1,20,180.0,0.0,1,1,3
2021-09-16,Google Search,2,35-55,Android,Tier_1,121,5118.0,8.23,22,16,4
2021-01-13,Google Search,2,35-55,Android,Tier_1,80,3650.0,254.59,19,13,11
2021-11-03,Google Search,2,55+,Android,Tier_2,6,90.0,0.0,1,1,0
2021-06-04,Google Search,2,35-55,iOS,Tier_1,36,120.0,0.0,2,1,0
2021-03-10,Google Search,2,55+,iOS,Tier_1,13,520.0,2.99,1,0,0
2021-02-24,Google Search,2,35-55,Windows,Tier_1,19,577.0,0.0,4,2,2
2021-04-18,Google Search,2,35-55,Android,Tier_1,74,1785.0,50.11,13,7,5
2021-07-14,Google Search,2,35-55,MacOS,Tier_1,5,240.0,0.0,0,0,0
2021-02-06,Google Search,2,35-55,Android,Tier_1,90,3265.0,886.3299999999999,22,18,8
2021-01-02,Google Search,2,35-55,Android,Tier_2,15,500.0,270.57,3,1,1
2021-07-28,Google Search,2,35-55,Android,Tier_1,63,1576.0,43.98,13,9,4
2021-10-13,Google Search,2,35-,iOS,Tier_3,6,0.0,0.0,0,0,0
2021-08-01,Google Search,2,55+,Android,Tier_1,38,1830.0,1123.13,14,8,3
2021-07-22,Google Search,2,35-55,Windows,Tier_1,15,1530.0,0.0,1,1,0
2021-01-16,Google Search,2,55+,Android,Tier_2,4,0.0,0.0,3,2,1
2021-09-05,Google Search,2,35-55,MacOS,Tier_3,1,0.0,0.0,0,0,1
2021-11-11,Google Search,2,35-55,Android,Tier_3,8,100.0,0.0,1,0,0
2021-11-15,Google Search,2,35-55,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-04-26,Google Search,2,35-55,Windows,Tier_3,2,300.0,3.61,0,0,0
2021-08-25,Google Search,2,35-55,iOS,Tier_1,32,2454.0,2.99,5,2,2
2021-10-31,Google Search,2,35-55,Android,Tier_3,17,214.0,0.0,2,0,0
2021-02-03,Google Search,2,35-,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-10-30,Google Search,2,35-55,MacOS,Tier_2,1,0.0,0.0,1,0,0
2021-08-30,Google Search,2,35-55,Windows,Tier_1,23,1600.0,88.12,5,3,3
2021-03-22,Google Search,2,35-55,iOS,Tier_1,51,1100.0,1205.84,9,5,2
2021-11-08,Google Search,2,35-,Android,Tier_2,7,72.0,0.0,0,0,0
2021-07-14,Google Search,2,35-55,Windows,Tier_2,5,0.0,0.0,0,0,1
2021-11-13,Google Search,2,35-,MacOS,Tier_1,6,16.0,0.0,0,0,0
2021-01-04,Google Search,2,55+,Windows,Tier_2,5,300.0,28.1,3,2,1
2021-03-19,Google Search,2,35-,iOS,Tier_1,24,180.0,0.0,3,1,0
2021-07-02,Google Search,2,35-,Android,Tier_1,28,60.0,0.0,2,1,1
2021-06-30,Google Search,2,35-55,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-08-23,Google Search,2,35-55,Other,Tier_1,2,0.0,0.0,0,0,0
2021-04-18,Google Search,2,35-55,Other,Tier_1,1,0.0,0.0,1,0,0
2021-03-18,Google Search,2,35-55,Android,Tier_2,15,0.0,0.0,5,1,1
2021-10-24,Google Search,2,35-55,Other,Tier_1,4,276.0,0.0,0,0,0
2021-07-20,Google Search,2,35-,Windows,Tier_1,8,100.0,0.0,0,1,0
2021-06-17,Google Search,2,35-,Windows,Tier_1,5,0.0,0.0,0,0,0
2021-02-02,Google Search,2,35-55,Windows,Tier_2,3,0.0,0.0,1,0,0
2021-07-08,Google Search,2,35-55,iOS,Tier_2,6,1000.0,3.55,2,1,0
2021-01-14,Google Search,2,35-55,Windows,Tier_2,3,0.0,0.0,2,1,0
2021-09-12,Google Search,2,35-55,Windows,Tier_3,2,150.0,148.09,2,2,2
2021-04-12,Google Search,2,55+,Other,Tier_1,5,0.0,0.0,2,1,2
2021-11-10,Google Search,2,35-55,iOS,Tier_3,1,0.0,68.86,1,1,0
2021-02-26,Google Search,2,35-,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-03-03,Google Search,2,35-55,iOS,Tier_1,37,605.0,42.97,4,3,2
2021-03-19,Google Search,2,55+,Other,Tier_1,3,0.0,0.0,1,0,0
2021-09-23,Google Search,2,55+,Windows,Tier_2,2,24.0,0.0,0,0,0
2021-06-17,Google Search,2,35-,Android,Tier_3,8,0.0,0.0,2,2,1
2021-03-08,Google Search,2,55+,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-04-18,Google Search,2,55+,Android,Tier_2,3,0.0,0.0,0,0,0
2021-07-30,Google Search,2,35-55,MacOS,Tier_1,5,0.0,0.0,0,0,0
2021-06-19,Google Search,2,35-55,Android,Tier_2,10,0.0,0.0,2,4,1
2021-04-15,Google Search,2,55+,Android,Tier_2,2,0.0,0.0,1,2,0
2021-02-03,Google Search,2,35-,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-06-26,Google Search,2,35-55,Android,Tier_2,4,300.0,26.22,0,1,0
2021-09-19,Google Search,2,55+,MacOS,Tier_2,2,0.0,0.0,1,1,0
2021-08-31,Google Search,2,35-,MacOS,Tier_1,1,0.0,0.0,0,0,0
2021-08-17,Google Search,2,35-55,iOS,Tier_2,1,0.0,0.0,1,0,0
2021-04-10,Google Search,2,35-55,iOS,Tier_2,5,300.0,27.38,3,1,2
2021-09-17,Google Search,2,35-55,Windows,Tier_2,3,100.0,0.0,1,0,0
2021-10-29,Google Search,2,55+,Windows,Tier_2,3,100.0,0.0,2,0,0
2021-09-12,Google Search,2,55+,Android,Tier_3,1,0.0,0.0,1,0,0
2021-09-07,Google Search,2,35-55,MacOS,Tier_1,4,160.0,0.0,1,0,0
2021-03-29,Google Search,2,55+,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-07-07,Google Search,2,55+,Android,Tier_3,3,40.0,0.0,2,1,1
2021-02-11,Google Search,2,55+,iOS,Tier_2,1,300.0,3.63,0,0,0
2021-10-21,Google Search,2,35-,MacOS,Tier_3,3,0.0,0.0,0,0,0
2021-06-17,Google Search,2,55+,iOS,Tier_1,14,40.0,0.0,1,1,1
2021-04-26,Google Search,2,55+,MacOS,Tier_1,4,0.0,0.0,2,1,0
2021-06-14,Google Search,2,55+,Android,Tier_3,1,0.0,0.0,1,0,0
2021-05-16,Google Search,2,35-55,iOS,Tier_2,2,0.0,0.0,0,0,0
2021-09-05,Google Search,2,35-55,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-01-01,Google Search,2,55+,Windows,Tier_3,3,0.0,0.0,1,1,1
2021-04-08,Google Search,2,55+,Android,Tier_3,5,300.0,27.34,2,3,3
2021-04-06,Google Search,2,35-55,iOS,Tier_1,39,1060.0,25.97,11,5,3
2021-03-19,Google Search,2,35-55,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-03-16,Google Search,2,35-55,Windows,Tier_2,3,0.0,0.0,1,1,1
2021-07-24,Google Search,2,35-55,Windows,Tier_2,2,0.0,0.0,1,0,0
2021-02-25,Google Search,2,55+,Android,Tier_2,6,0.0,0.0,1,0,1
2021-10-07,Google Search,2,55+,Android,Tier_3,1,0.0,0.0,1,0,0
2021-02-17,Google Search,2,35-55,Other,Tier_2,2,0.0,0.0,0,0,1
2021-09-02,Google Search,2,55+,Android,Tier_1,40,3370.0,64.98,12,9,4
2021-05-23,Google Search,2,55+,Android,Tier_2,1,0.0,0.0,0,0,0
2021-10-10,Google Search,2,55+,iOS,Tier_2,2,190.0,0.0,0,0,0
2021-05-26,Google Search,2,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-04-30,Google Search,2,35-,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-03-17,Google Search,2,35-,Android,Tier_3,1,0.0,0.0,0,0,0
2021-07-24,Google Search,2,55+,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-06-20,Google Search,2,35-55,MacOS,Tier_1,3,0.0,0.0,1,1,1
2021-05-01,Google Search,2,55+,iOS,Tier_1,15,560.0,87.96,2,0,0
2021-06-27,Google Search,2,55+,Windows,Tier_3,1,500.0,0.0,0,1,0
2021-01-10,Google Search,2,35-,iOS,Tier_1,26,610.0,78.96,4,1,1
2021-05-23,Google Search,2,35-55,iOS,Tier_1,29,560.0,0.0,6,5,1
2021-01-19,Google Search,2,35-,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-04-12,Google Search,2,35-,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-05-23,Google Search,2,55+,Other,Tier_1,7,0.0,0.0,1,0,0
2021-07-31,Google Search,2,55+,Android,Tier_3,1,0.0,0.0,1,0,1
2021-11-09,Google Search,2,55+,Other,Tier_1,3,76.0,0.0,1,0,0
2021-04-10,Google Search,2,35-55,MacOS,Tier_1,4,0.0,0.0,0,0,0
2021-01-02,Google Search,2,55+,iOS,Tier_1,31,1000.0,48.95,6,4,0
2021-03-13,Google Search,2,35-,Android,Tier_3,1,0.0,0.0,1,0,0
2021-02-15,Google Search,2,35-55,MacOS,Tier_1,3,0.0,0.0,0,0,0
2021-07-03,Google Search,2,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-05-25,Google Search,2,35-,Android,Tier_2,1,0.0,0.0,0,1,0
2021-06-30,Google Search,2,55+,Windows,Tier_3,1,0.0,0.0,0,0,0
